t,f,df
4.462695091458735988e+02,9.996735453605651855e-01,2.781943476293236017e-04
4.462899433023994789e+02,9.999992251396179199e-01,2.782450173981487751e-04
4.463103772590329754e+02,1.000105857849121094e+00,2.781957737170159817e-04
4.463308113158491324e+02,9.998013973236083984e-01,2.781784860417246819e-04
4.463512454728406738e+02,9.999338388442993164e-01,2.782744704745709896e-04
4.463716795299988007e+02,9.997437000274658203e-01,2.782247902359813452e-04
4.463921134873380652e+02,9.999303221702575684e-01,2.782001683954149485e-04
4.464125476448534755e+02,9.996502399444580078e-01,2.782294759526848793e-04
4.464329817024772638e+02,9.999284148216247559e-01,2.781896619126200676e-04
4.464534156602821895e+02,9.999476671218872070e-01,2.782200463116168976e-04
4.464942837764101569e+02,9.996524453163146973e-01,2.781962975859642029e-04
4.465147178347397130e+02,9.990901350975036621e-01,2.781588700599968433e-04
4.465351519931864459e+02,9.996226429939270020e-01,2.782229857984930277e-04
4.465555859517990029e+02,9.996690154075622559e-01,2.782384981401264668e-04
4.465760200106524280e+02,9.992742538452148438e-01,2.782225783448666334e-04
4.465964541696230299e+02,9.997728466987609863e-01,2.782073570415377617e-04
4.466168881287012482e+02,1.000092983245849609e+00,2.781636721920222044e-04
4.466373221880203346e+02,1.000107169151306152e+00,2.782597148325294256e-04
4.466781903070586850e+02,9.997277855873107910e-01,2.781781076919287443e-04
4.466986243668434327e+02,9.993076324462890625e-01,2.781988587230443954e-04
4.467190584268028033e+02,9.994466900825500488e-01,2.782243827823549509e-04
4.467394924868713133e+02,9.996131658554077148e-01,2.782023802865296602e-04
4.467599265471799299e+02,9.999037981033325195e-01,2.782300871331244707e-04
4.467803606076049618e+02,1.000064730644226074e+00,2.782714727800339460e-04
4.468007947681981022e+02,9.994102120399475098e-01,2.782095398288220167e-04
4.468212287289134110e+02,9.998794794082641602e-01,2.782067749649286270e-04
4.468416627898623119e+02,9.999233484268188477e-01,2.782553783617913723e-04
4.468825309121602913e+02,9.999204874038696289e-01,2.782417577691376209e-04
4.469029649735748535e+02,1.000085115432739258e+00,2.782244700938463211e-04
4.469438330968623632e+02,9.998170137405395508e-01,2.782137307804077864e-04
4.469642671587425866e+02,9.994977116584777832e-01,2.781892544589936733e-04
4.469847013207909185e+02,9.996963739395141602e-01,2.782520896289497614e-04
4.470051352830196265e+02,9.998278021812438965e-01,2.781957737170159817e-04
4.470255693454237189e+02,9.997104406356811523e-01,2.782211813610047102e-04
4.470460035079377121e+02,9.990937709808349609e-01,2.781822404358536005e-04
4.470868715335018351e+02,9.991155862808227539e-01,2.781960938591510057e-04
4.471073055965389358e+02,9.994868040084838867e-01,2.782175142783671618e-04
4.471277397597586969e+02,9.995258450508117676e-01,2.782355004455894232e-04
4.471481737230933504e+02,9.996458888053894043e-01,2.782076771836727858e-04
4.471686077865961124e+02,9.997652173042297363e-01,2.782856754492968321e-04
4.471890419502815348e+02,1.000087141990661621e+00,2.781932998914271593e-04
4.472094759140818496e+02,9.999215006828308105e-01,2.782264200504869223e-04
4.472299099781084806e+02,1.000216245651245117e+00,2.783042727969586849e-04
4.472503440422588028e+02,9.995999336242675781e-01,2.781657967716455460e-04
4.472707781065837480e+02,9.996683001518249512e-01,2.781939983833581209e-04
4.472912121710760402e+02,1.000144720077514648e+00,2.782980736810714006e-04
4.473116462356920238e+02,9.996653199195861816e-01,2.782269148156046867e-04
4.473320803005408379e+02,9.994814991950988770e-01,2.782583178486675024e-04
4.473525143654987914e+02,9.997893571853637695e-01,2.782543597277253866e-04
4.473729484306386439e+02,9.996654391288757324e-01,2.782233350444585085e-04
4.473933824958949117e+02,9.994548559188842773e-01,2.782663796097040176e-04
4.474138165613185265e+02,9.997560381889343262e-01,2.782570372801274061e-04
4.474342507269248017e+02,9.998627901077270508e-01,2.782794181257486343e-04
4.474546846927041770e+02,9.999418854713439941e-01,2.782562805805355310e-04
4.474751187586516608e+02,1.000176310539245605e+00,2.783023519441485405e-04
4.474955529247235972e+02,1.000016093254089355e+00,2.782702795229852200e-04
4.475364209574399865e+02,1.000269174575805664e+00,2.783266245387494564e-04
4.475568549239760614e+02,9.998900294303894043e-01,2.782762749120593071e-04
4.475772890907464898e+02,1.000107884407043457e+00,2.782761584967374802e-04
4.475977231576252962e+02,9.997208118438720703e-01,2.782821538858115673e-04
4.476181572246860014e+02,9.997833967208862305e-01,2.783133240882307291e-04
4.476385912918631220e+02,9.990327358245849609e-01,2.782762167043983936e-04
4.476590253592657973e+02,9.996001124382019043e-01,2.782795927487313747e-04
4.476998934944931534e+02,9.996740818023681641e-01,2.782537194434553385e-04
4.477203275623614900e+02,9.997247457504272461e-01,2.782545343507081270e-04
4.477407616303535178e+02,9.997185468673706055e-01,2.783065719995647669e-04
4.477611957985209301e+02,9.999597668647766113e-01,2.782922820188105106e-04
4.477816297668541665e+02,9.997014403343200684e-01,2.782337251119315624e-04
4.478020638353700633e+02,9.998948574066162109e-01,2.782781375572085381e-04
4.478224980039958609e+02,9.998801946640014648e-01,2.782955125439912081e-04
4.478429319728602422e+02,9.996901154518127441e-01,2.782657393254339695e-04
4.478633660417835927e+02,9.999891519546508789e-01,2.782965020742267370e-04
4.478838002109405352e+02,9.992218017578125000e-01,2.782351803034543991e-04
4.479246682497105212e+02,9.999603033065795898e-01,2.782973460853099823e-04
4.479655363890633453e+02,9.995206594467163086e-01,2.782581723295152187e-04
4.479859704590344336e+02,1.000024318695068359e+00,2.782852679956704378e-04
4.480064046291226987e+02,9.991392493247985840e-01,2.782685332931578159e-04
4.480268385993185802e+02,1.000006437301635742e+00,2.783166419249027967e-04
4.480472726697553298e+02,9.997738003730773926e-01,2.782625088002532721e-04
4.480677067403084948e+02,9.999226331710815430e-01,2.782569499686360359e-04
4.480881408110290067e+02,9.997760057449340820e-01,2.782633528113365173e-04
4.481085748819314176e+02,9.998842477798461914e-01,2.782883530016988516e-04
4.481290089529502438e+02,1.000186920166015625e+00,2.782985684461891651e-04
4.481494430241946247e+02,9.998255968093872070e-01,2.782571536954492331e-04
4.481698770955626969e+02,9.997392892837524414e-01,2.782602095976471901e-04
4.481903110670464230e+02,9.998975396156311035e-01,2.783095405902713537e-04
4.482107452387572266e+02,9.999645352363586426e-01,2.782800002023577690e-04
4.482311793105909601e+02,1.000074505805969238e+00,2.783348900265991688e-04
4.482720474547168124e+02,1.000613331794738770e+00,2.783155068755149841e-04
4.482924815270162071e+02,9.995236992835998535e-01,2.783096861094236374e-04
4.483129155994902248e+02,9.999206066131591797e-01,2.782366063911467791e-04
4.483333496721315896e+02,9.992424249649047852e-01,2.782620431389659643e-04
4.483537837448966457e+02,9.994326829910278320e-01,2.782991796266287565e-04
4.483742178178945323e+02,9.999997615814208984e-01,2.782870724331587553e-04
4.483946518909433507e+02,1.000133514404296875e+00,2.782854717224836349e-04
4.484355200376376160e+02,1.000061988830566406e+00,2.782495284918695688e-04
4.484559542112110648e+02,9.995215535163879395e-01,2.782690571621060371e-04
4.484968222588358913e+02,9.995091557502746582e-01,2.782192023005336523e-04
4.485172562328734784e+02,9.997702240943908691e-01,2.782619267236441374e-04
4.485376904070944875e+02,9.998672604560852051e-01,2.782683295663446188e-04
4.485581244814893580e+02,9.995095133781433105e-01,2.782649535220116377e-04
4.485785584559926065e+02,1.000161886215209961e+00,2.783446689136326313e-04
4.485989926306792768e+02,9.999681711196899414e-01,2.782893425319343805e-04
4.486194267054816009e+02,9.999588727951049805e-01,2.782922820188105106e-04
4.486398607805094798e+02,1.000040173530578613e+00,2.783053205348551273e-04
4.486602948556610500e+02,1.000046610832214355e+00,2.783026429824531078e-04
4.486807289309872431e+02,9.994243383407592773e-01,2.782826486509293318e-04
4.487011630064225756e+02,9.999206662178039551e-01,2.782618103083223104e-04
4.487215970820398070e+02,9.993141889572143555e-01,2.782595984172075987e-04
4.487420311578316614e+02,9.995818138122558594e-01,2.782048541121184826e-04
4.487624652337908628e+02,9.998749494552612305e-01,2.783091913443058729e-04
4.487828994098745170e+02,1.000220417976379395e+00,2.782861993182450533e-04
4.488033333861239953e+02,9.995626211166381836e-01,2.782701922114938498e-04
4.488237674624979263e+02,9.999248981475830078e-01,2.783124509733170271e-04
4.488442015390464803e+02,1.000607609748840332e+00,2.783373638521879911e-04
4.488850696926601813e+02,9.993529319763183594e-01,2.782543597277253866e-04
4.489055037696743966e+02,9.999325275421142578e-01,2.782798837870359421e-04
4.489259378468559589e+02,9.997208118438720703e-01,2.783145755529403687e-04
4.489463719242194202e+02,9.999465346336364746e-01,2.783154195640236139e-04
4.489668060017575044e+02,9.998829960823059082e-01,2.783149539027363062e-04
4.489872400794120040e+02,1.000170588493347168e+00,2.783141389954835176e-04
4.490076741572338506e+02,9.996258020401000977e-01,2.782611700240522623e-04
4.490281081351786270e+02,9.999410510063171387e-01,2.782873052638024092e-04
4.490485423132922733e+02,1.000172853469848633e+00,2.783222880680114031e-04
4.490689763915870572e+02,9.994146227836608887e-01,2.782969386316835880e-04
4.491098445486422861e+02,9.995360970497131348e-01,2.783048839773982763e-04
4.491302786273372476e+02,9.993689656257629395e-01,2.782700466923415661e-04
4.491507126062715543e+02,9.998418092727661133e-01,2.782843366730958223e-04
4.491711467853165232e+02,9.995551705360412598e-01,2.782738301903009415e-04
4.491915808645426296e+02,9.998557567596435547e-01,2.783118688967078924e-04
4.492120148438843898e+02,9.997139573097229004e-01,2.782858500722795725e-04
4.492324490234605037e+02,9.996401071548461914e-01,2.783315721899271011e-04
4.492528831031449954e+02,1.000261187553405762e+00,2.783135278150439262e-04
4.492733170829524170e+02,9.994922280311584473e-01,2.782789233606308699e-04
4.492937512629287085e+02,9.998422861099243164e-01,2.782866649795323610e-04
4.493346194234181894e+02,9.997083544731140137e-01,2.783073869068175554e-04
4.493550535038666567e+02,1.000084042549133301e+00,2.782949886750429869e-04
4.493754875844824710e+02,1.000508666038513184e+00,2.783125091809779406e-04
4.494163557461870369e+02,9.996108412742614746e-01,2.782676892820745707e-04
4.494367898272757884e+02,9.996508955955505371e-01,2.782720548566430807e-04
4.494572239084809553e+02,9.998595118522644043e-01,2.782770025078207254e-04
4.494776580898542306e+02,9.998682737350463867e-01,2.782701049000024796e-04
4.494980920714078820e+02,9.996000528335571289e-01,2.782583760563284159e-04
4.495185261531369179e+02,1.000064492225646973e+00,2.783136151265352964e-04
4.495389601349816076e+02,1.000087857246398926e+00,2.783065428957343102e-04
4.495593943169369595e+02,9.993920922279357910e-01,2.782667579594999552e-04
4.495798283991316566e+02,9.995427131652832031e-01,2.782962110359221697e-04
4.496002624814427691e+02,9.991270899772644043e-01,2.782204537652432919e-04
4.496206965639212285e+02,9.993376731872558594e-01,2.782761584967374802e-04
4.496411306465233793e+02,9.998400807380676270e-01,2.783029631245881319e-04
4.496615647292928770e+02,9.998314976692199707e-01,2.783049421850591898e-04
4.496819988122442737e+02,9.992542266845703125e-01,2.782730152830481529e-04
4.497024328953120857e+02,1.000014781951904297e+00,2.783223753795027733e-04
4.497228668785537593e+02,1.000017166137695312e+00,2.783095696941018105e-04
4.497433010619643028e+02,9.998542666435241699e-01,2.782636729534715414e-04
4.497637351454977761e+02,9.999185800552368164e-01,2.782660303637385368e-04
4.497841691292051109e+02,9.997389316558837891e-01,2.782623632811009884e-04
4.498046033130231081e+02,9.997122883796691895e-01,2.782513911370187998e-04
4.498250373970804503e+02,9.992456436157226562e-01,2.782450173981487751e-04
4.498454713811952388e+02,9.995570778846740723e-01,2.782447263598442078e-04
4.498659055655371048e+02,9.996369481086730957e-01,2.782541268970817327e-04
4.498863396500019007e+02,1.000123023986816406e+00,2.782824158202856779e-04
4.499067736345823505e+02,9.996765255928039551e-01,2.782199881039559841e-04
4.499272078193898778e+02,9.995037317276000977e-01,2.782957162708044052e-04
4.499476419043203350e+02,9.996746778488159180e-01,2.782799128908663988e-04
4.499885099746388732e+02,9.994102120399475098e-01,2.782545343507081270e-04
4.500089441600357532e+02,9.994362592697143555e-01,2.782436786219477654e-04
4.500293782455410110e+02,9.992455840110778809e-01,2.782382362056523561e-04
4.500498122312274063e+02,9.999482035636901855e-01,2.782868978101760149e-04
4.500702464170899475e+02,9.997919797897338867e-01,2.782964438665658236e-04
4.500906805030681426e+02,9.996151924133300781e-01,2.782114606816321611e-04
4.501111144892129232e+02,9.996272921562194824e-01,2.782542142085731030e-04
4.501315486755411257e+02,9.999342560768127441e-01,2.782627125270664692e-04
4.501724167485954240e+02,9.997014999389648438e-01,2.782716474030166864e-04
4.501928509353892878e+02,9.996476173400878906e-01,2.782369847409427166e-04
4.502132850222988054e+02,9.994275569915771484e-01,2.782400115393102169e-04
4.502337190093167010e+02,9.997074007987976074e-01,2.782864612527191639e-04
4.502541531965762260e+02,9.999571442604064941e-01,2.782939118333160877e-04
4.502745872839441290e+02,9.992437362670898438e-01,2.782071533147245646e-04
4.502950213714357233e+02,9.987884759902954102e-01,2.782364317681640387e-04
4.503154554591019405e+02,9.983149766921997070e-01,2.781880903057754040e-04
4.503358895469427807e+02,9.989075660705566406e-01,2.782158844638615847e-04
4.503563236349509680e+02,9.980517625808715820e-01,2.781627699732780457e-04
4.503767577230828465e+02,9.982819557189941406e-01,2.781533403322100639e-04
4.503971918113238644e+02,9.993991851806640625e-01,2.782463561743497849e-04
4.504176258997467812e+02,9.991266727447509766e-01,2.782418159767985344e-04
4.504380599883443210e+02,1.000014424324035645e+00,2.782930387184023857e-04
4.504584940771164838e+02,9.996148347854614258e-01,2.782766823656857014e-04
4.504789280659970245e+02,9.998632073402404785e-01,2.782795054372400045e-04
4.504993621550020180e+02,9.999062418937683105e-01,2.782889641821384430e-04
4.505197963442333275e+02,9.995585680007934570e-01,2.782809606287628412e-04
4.505402303335285978e+02,9.999918341636657715e-01,2.782627416308969259e-04
4.505606644230574602e+02,9.996265172958374023e-01,2.782670198939740658e-04
4.506015326025153627e+02,1.000184655189514160e+00,2.783051750157028437e-04
4.506219666924516787e+02,9.995715022087097168e-01,2.782537194434553385e-04
4.506424008825561032e+02,9.996619224548339844e-01,2.782759838737547398e-04
4.506628348727826960e+02,9.993826150894165039e-01,2.782431256491690874e-04
4.506832689631846733e+02,9.995402097702026367e-01,2.782031369861215353e-04
4.507037031537547591e+02,9.997866153717041016e-01,2.782400697469711304e-04
4.507241372444477747e+02,9.995732307434082031e-01,2.782300871331244707e-04
4.507445712353146519e+02,9.992264509201049805e-01,2.782414376270025969e-04
4.507650054262921913e+02,9.995996952056884766e-01,2.782797382678836584e-04
4.507854395174508682e+02,9.998089671134948730e-01,2.782906231004744768e-04
4.508058735087834066e+02,1.000144958496093750e+00,2.782907104119658470e-04
4.508263077002266073e+02,9.997827410697937012e-01,2.782597439363598824e-04
4.508467417917927378e+02,9.997644424438476562e-01,2.783026720862835646e-04
4.508671757835909375e+02,9.993211030960083008e-01,2.782136143650859594e-04
4.508876099754997995e+02,9.996748566627502441e-01,2.782677474897354841e-04
4.509284780597372446e+02,9.999765753746032715e-01,2.783071831800043583e-04
4.509489122521117679e+02,9.995380043983459473e-01,2.782726951409131289e-04
4.509693463446092210e+02,9.995201230049133301e-01,2.782681258395314217e-04
4.509897803372805356e+02,9.994811415672302246e-01,2.782535157166421413e-04
4.510102144300617510e+02,9.993946552276611328e-01,2.782496740110218525e-04
4.510306486230256269e+02,9.996263980865478516e-01,2.782710071187466383e-04
4.510715167094167555e+02,9.998255968093872070e-01,2.782527008093893528e-04
4.510919509027808090e+02,9.995780587196350098e-01,2.782650408335030079e-04
4.511123849963842076e+02,9.992948770523071289e-01,2.782597439363598824e-04
4.511328189900377765e+02,9.996302723884582520e-01,2.782764495350420475e-04
4.511532531839329749e+02,1.000113129615783691e+00,2.782614610623568296e-04
4.511736872778856196e+02,9.995691776275634766e-01,2.782399242278188467e-04
4.511941212720703334e+02,9.994407296180725098e-01,2.782318042591214180e-04
4.512145554663657094e+02,9.992324113845825195e-01,2.782489173114299774e-04
4.512349895608422230e+02,1.000053644180297852e+00,2.782689698506146669e-04
4.512554235554271145e+02,9.995842576026916504e-01,2.782730152830481529e-04
4.512962918450793950e+02,9.998356103897094727e-01,2.782933879643678665e-04
4.513167258401372237e+02,9.998855590820312500e-01,2.782598603516817093e-04
4.513371600353057147e+02,9.997463822364807129e-01,2.782792726065963507e-04
4.513780281261133496e+02,9.993295073509216309e-01,2.781868388410657644e-04
4.513984623218129855e+02,9.996930360794067383e-01,2.782754600048065186e-04
4.514188964175700676e+02,9.995535016059875488e-01,2.782190858852118254e-04
4.514393304135010112e+02,1.000009775161743164e+00,2.782582014333456755e-04
4.514597646096008248e+02,9.999558329582214355e-01,2.782464434858411551e-04
4.514801987058235682e+02,9.995563030242919922e-01,2.782285155262798071e-04
4.515006327022128971e+02,9.996955394744873047e-01,2.782408264465630054e-04
4.515210667987848865e+02,9.997960925102233887e-01,2.783022937364876270e-04
4.515415009954158450e+02,9.994964003562927246e-01,2.781881485134363174e-04
4.515619349922781112e+02,1.000110626220703125e+00,2.782237133942544460e-04
4.515823690892502782e+02,9.992132186889648438e-01,2.782052033580839634e-04
4.516028032863468979e+02,9.995260834693908691e-01,2.782556694000959396e-04
4.516232372836675495e+02,9.996867179870605469e-01,2.782688243314623833e-04
4.516436713810544461e+02,9.995912909507751465e-01,2.782068622764199972e-04
4.516641055786167271e+02,9.999588131904602051e-01,2.782691444735974073e-04
4.516845395763521083e+02,9.998818635940551758e-01,2.782588999252766371e-04
4.517049736741973902e+02,9.995331168174743652e-01,2.782718511298298836e-04
4.517458419703907566e+02,9.996217489242553711e-01,2.782706869766116142e-04
4.517867101671436103e+02,9.997083544731140137e-01,2.782556985039263964e-04
4.518071442657455918e+02,9.997532963752746582e-01,2.782682422548532486e-04
4.518275782644996070e+02,9.991992115974426270e-01,2.782437368296086788e-04
4.518480124634006643e+02,9.999103546142578125e-01,2.783153904601931572e-04
4.518684465624392033e+02,9.998678565025329590e-01,2.782932424452155828e-04
4.519093147609673906e+02,1.000028967857360840e+00,2.782653027679771185e-04
4.519297488604424871e+02,9.994800090789794922e-01,2.782677474897354841e-04
4.519501828600987210e+02,9.995284676551818848e-01,2.782519732136279345e-04
4.519706170598728932e+02,9.999642372131347656e-01,2.782486262731254101e-04
4.519910511597845471e+02,1.000107407569885254e+00,2.782878000289201736e-04
4.520114852598780999e+02,9.998672604560852051e-01,2.782931842375546694e-04
4.520319192600873066e+02,9.997037053108215332e-01,2.782879164442420006e-04
4.520523534604362794e+02,9.993844032287597656e-01,2.782290684990584850e-04
4.520727874609656283e+02,9.999218583106994629e-01,2.782668161671608686e-04
4.520932215616121539e+02,9.994584918022155762e-01,2.782357041724026203e-04
4.521136557624267880e+02,1.000038504600524902e+00,2.782969677355140448e-04
4.521340897633635905e+02,9.999746680259704590e-01,2.782720548566430807e-04
4.521545238644757774e+02,9.993904232978820801e-01,2.783036907203495502e-04
4.521749580657269689e+02,9.997298121452331543e-01,2.782719093374907970e-04
4.521953920671003289e+02,9.993855357170104980e-01,2.782514202408492565e-04
4.522158261686490732e+02,9.998149275779724121e-01,2.782867522910237312e-04
4.522566943721467396e+02,1.000166535377502441e+00,2.782962110359221697e-04
4.522771284741320414e+02,1.000011086463928223e+00,2.782933297567069530e-04
4.522975626762272441e+02,9.993618726730346680e-01,2.782292722258716822e-04
4.523179966785028228e+02,1.000115990638732910e+00,2.782877127174288034e-04
4.523384307809246820e+02,9.998981952667236328e-01,2.782490628305822611e-04
4.523588649834564421e+02,9.997236132621765137e-01,2.782642841339111328e-04
4.523792990861693397e+02,9.994616508483886719e-01,2.782394294627010822e-04
4.523997330890269950e+02,9.997012615203857422e-01,2.782800584100186825e-04
4.524201672920244164e+02,1.000173330307006836e+00,2.782666415441781282e-04
4.524406013951738714e+02,9.997962713241577148e-01,2.782795345410704613e-04
4.524610353984389803e+02,1.000766158103942871e+00,2.783039235509932041e-04
4.524814696018729592e+02,9.999440312385559082e-01,2.782642841339111328e-04
4.525019037054298678e+02,1.000085473060607910e+00,2.782772644422948360e-04
4.525427718130304129e+02,1.000035524368286133e+00,2.782752562779933214e-04
4.525632060170246405e+02,1.000002503395080566e+00,2.782263036351650953e-04
4.525836400211919681e+02,1.000692248344421387e+00,2.783052623271942139e-04
4.526040741254691966e+02,9.996093511581420898e-01,2.782708907034248114e-04
4.526245083299290854e+02,9.997530579566955566e-01,2.782775263767689466e-04
4.526449423345329706e+02,9.999673962593078613e-01,2.782356750685721636e-04
4.526653764392467565e+02,1.000058650970458984e+00,2.782690571621060371e-04
4.526858106441432028e+02,1.000281691551208496e+00,2.782926021609455347e-04
4.527062447491553030e+02,9.999984502792358398e-01,2.782532246783375740e-04
4.527266787543339888e+02,1.000055670738220215e+00,2.782796509563922882e-04
4.527471129596378887e+02,9.996111989021301270e-01,2.782607916742563248e-04
4.527675470650865464e+02,9.998921155929565430e-01,2.782618976198136806e-04
4.527879810706726857e+02,9.995450377464294434e-01,2.782559604384005070e-04
4.528084152764422470e+02,1.000151515007019043e+00,2.782920782919973135e-04
4.528288493823274621e+02,1.000156402587890625e+00,2.782615483738481998e-04
4.528492833883501589e+02,1.000524163246154785e+00,2.783035452011972666e-04
4.528697175945271738e+02,9.997571706771850586e-01,2.782582887448370457e-04
4.528901516008481849e+02,1.000366687774658203e+00,2.783003146760165691e-04
4.529105857073082007e+02,1.000184416770935059e+00,2.783013042062520981e-04
4.529310199139217730e+02,1.000753402709960938e+00,2.783089585136622190e-04
4.529514539206793415e+02,9.996110200881958008e-01,2.781845687422901392e-04
4.529718880275759147e+02,1.000137329101562500e+00,2.782746450975537300e-04
4.529923222346260445e+02,1.000398874282836914e+00,2.782819210551679134e-04
4.530127562417910667e+02,9.995115995407104492e-01,2.782231895253062248e-04
4.530536245565817808e+02,9.998944997787475586e-01,2.782431256491690874e-04
4.530740586642132257e+02,9.997274875640869141e-01,2.782152441795915365e-04
4.530944926719530486e+02,1.000271439552307129e+00,2.782869269140064716e-04
4.531353609879151918e+02,1.000345468521118164e+00,2.782646915875375271e-04
4.531557949960624683e+02,1.000492095947265625e+00,2.782261290121823549e-04
4.531762291043924051e+02,1.000052809715270996e+00,2.782413503155112267e-04
4.531966633128977264e+02,9.993056654930114746e-01,2.781380026135593653e-04
4.532170973214815604e+02,1.000601887702941895e+00,2.782644587568938732e-04
4.532375314302480547e+02,9.999006390571594238e-01,2.782104129437357187e-04
4.532579656391608296e+02,1.000354170799255371e+00,2.782765368465334177e-04
4.532988337573842728e+02,1.000056147575378418e+00,2.782283409032970667e-04
4.533192679667045013e+02,9.997245669364929199e-01,2.782075898721814156e-04
4.533601360858010594e+02,9.998641610145568848e-01,2.781816874630749226e-04
4.533805702955578454e+02,1.000576257705688477e+00,2.782867813948541880e-04
4.534010043054222479e+02,1.000166416168212891e+00,2.782474912237375975e-04
4.534214384154693107e+02,9.997979998588562012e-01,2.782111696433275938e-04
4.534418726256626542e+02,9.998347163200378418e-01,2.782333758659660816e-04
4.534623067359934794e+02,1.000072240829467773e+00,2.782313385978341103e-04
4.534827407464472344e+02,1.000068902969360352e+00,2.782255178317427635e-04
4.535031749570771353e+02,9.998323321342468262e-01,2.782139054033905268e-04
4.535236090678154142e+02,9.996944069862365723e-01,2.782277879305183887e-04
4.535440430787057267e+02,1.000066280364990234e+00,2.782244991976767778e-04
4.535644772897430812e+02,1.000148653984069824e+00,2.782290102913975716e-04
4.535849114009179175e+02,1.000138044357299805e+00,2.782692317850887775e-04
4.536053454122156836e+02,9.998408555984497070e-01,2.782237424980849028e-04
4.536257796236895956e+02,1.000145077705383301e+00,2.782577648758888245e-04
4.536462137352718855e+02,9.999496340751647949e-01,2.781648654490709305e-04
4.536666477470353129e+02,1.000229716300964355e+00,2.782480150926858187e-04
4.536870818589159171e+02,1.000480771064758301e+00,2.782549418043345213e-04
4.537075160709355259e+02,1.000912427902221680e+00,2.782832889351993799e-04
4.537483841953944648e+02,1.000193715095520020e+00,2.782552910503000021e-04
4.537688183078498696e+02,1.000303149223327637e+00,2.782241499517112970e-04
4.537892524204289657e+02,9.999612569808959961e-01,2.782464434858411551e-04
4.538096865331535810e+02,1.000513672828674316e+00,2.782628580462187529e-04
4.538301207460172009e+02,1.000071287155151367e+00,2.781987423077225685e-04
4.538505547590611968e+02,9.996977448463439941e-01,2.782018855214118958e-04
4.538709888721932657e+02,1.000076293945312500e+00,2.781891962513327599e-04
4.539118570989157888e+02,1.000364899635314941e+00,2.782148076221346855e-04
4.539322912125135190e+02,1.001034379005432129e+00,2.782718802336603403e-04
4.539527254262211500e+02,1.000347375869750977e+00,2.782575611490756273e-04
4.539731594400509493e+02,1.000640034675598145e+00,2.782290393952280283e-04
4.539935935540561331e+02,1.000673651695251465e+00,2.782276133075356483e-04
4.540140277682003216e+02,1.000211358070373535e+00,2.782024093903601170e-04
4.540344617824666784e+02,1.000103950500488281e+00,2.782288356684148312e-04
4.540548958968793158e+02,1.000097036361694336e+00,2.781493531074374914e-04
4.540753301114309579e+02,1.000280022621154785e+00,2.782337833195924759e-04
4.541161982409830671e+02,1.000049591064453125e+00,2.782363444566726685e-04
4.544431440973276040e+02,1.000468850135803223e+00,2.781978400889784098e-04
4.544840123318863334e+02,1.000174164772033691e+00,2.782016235869377851e-04
4.545044464484162745e+02,9.999752640724182129e-01,2.781798248179256916e-04
4.545248806660601986e+02,1.000020146369934082e+00,2.781802322715520859e-04
4.545453146838190150e+02,1.000583171844482422e+00,2.782210067380219698e-04
4.545657488016877323e+02,1.000212907791137695e+00,2.782070951070636511e-04
4.545861830197391100e+02,1.000482559204101562e+00,2.781857328955084085e-04
4.546066170379053801e+02,1.000617146492004395e+00,2.782370429486036301e-04
4.546270511562397587e+02,1.000602722167968750e+00,2.781876537483185530e-04
4.546474853746985900e+02,1.000289320945739746e+00,2.781650691758841276e-04
4.546679193932723138e+02,9.998212456703186035e-01,2.781062503345310688e-04
4.546883535119850421e+02,1.000361084938049316e+00,2.781977527774870396e-04
4.547087877308804309e+02,1.000610589981079102e+00,2.782235969789326191e-04
4.547292217498616083e+02,1.000354170799255371e+00,2.781736839096993208e-04
4.547496558690108941e+02,1.000227808952331543e+00,2.782162337098270655e-04
4.547700900882846327e+02,1.000137925148010254e+00,2.782028459478169680e-04
4.547905242077249568e+02,1.000279068946838379e+00,2.782036608550697565e-04
4.548109582272591069e+02,1.000102519989013672e+00,2.780835202429443598e-04
4.548313924469694030e+02,9.999345541000366211e-01,2.781812509056180716e-04
4.548518265667953528e+02,1.000121355056762695e+00,2.781682123895734549e-04
4.548722605867587845e+02,1.000232696533203125e+00,2.781146904453635216e-04
4.548926947068757727e+02,9.997292160987854004e-01,2.780321519821882248e-04
4.549131289271026617e+02,1.000148534774780273e+00,2.781113435048609972e-04
4.549335629474808229e+02,1.000371694564819336e+00,2.781925140880048275e-04
4.549539970680052647e+02,9.999678134918212891e-01,2.781837829388678074e-04
4.549948653094543261e+02,1.000927805900573730e+00,2.781819493975490332e-04
4.550152994303862215e+02,1.000058054924011230e+00,2.781380317173898220e-04
4.550357336514571216e+02,1.000090360641479492e+00,2.781814546324312687e-04
4.550766017939895391e+02,1.000487565994262695e+00,2.781445218715816736e-04
4.550970360154751688e+02,1.000029802322387695e+00,2.781169605441391468e-04
4.551174701370982802e+02,1.000343561172485352e+00,2.780754293780773878e-04
4.551583383807301288e+02,9.996172785758972168e-01,2.781297080218791962e-04
4.551787725027388660e+02,1.000320315361022949e+00,2.781655930448323488e-04
4.551992065249214647e+02,1.000685930252075195e+00,2.782069495879113674e-04
4.552196407472220017e+02,1.000077247619628906e+00,2.780860522761940956e-04
4.552400747696301551e+02,1.000791907310485840e+00,2.782102383207529783e-04
4.552605088922209688e+02,1.000404238700866699e+00,2.781352959573268890e-04
4.552809431149216834e+02,1.000320196151733398e+00,2.781364892143756151e-04
